,Team,Chassis,Engine,Tires,{{Tooltip|No.|Car number}},Driver(s),Rounds,Season,Round(s),Drivers,,#,No,Tire,Ref(s),,No.
8,{{flagicon|USA}} [[Jonathan Byrd's Racing|Byrd-Cunningham Racing]],[[G-Force GF01|G-Force]],[[Oldsmobile Aurora Indy V8 engine|Oldsmobile]],{{Firestone}},10,"{{flagicon|USA}} [[Mike Groff]]{{refn|name=Tyleryrd|group=N|Initially replaced by [[Brian Tyler (racing driver)|Brian Tyler]] on Bump Day for the [[1998 Indianapolis 500|Indy 500]], before Tyler relinquished the seat after practising.}}{{refn|name=GSKP|group=N|[[Joe Gosek]] passed his Indianapolis rookie test in the car.}}",,1998,1–3,,,,,,,,
9,{{flagicon|USA}} [[Jonathan Byrd's Racing|Byrd-Cunningham Racing]],[[G-Force GF01|G-Force]],[[Oldsmobile Aurora Indy V8 engine|Oldsmobile]],{{Firestone}},10,{{flagicon|USA}} [[John Paul Jr. (racing driver)|John Paul Jr.]],,1998,4–11,,,,,,,,
10,{{flagicon|USA}} [[Cahill Racing|Cahill Auto Racing]],[[G-Force GF01|G-Force]]<br>[[Dallara IR-7|Dallara]]{{refn|name=Beechler|group=N|Used from [[1998 VisionAire 500K|Charlotte]] onwards.}},[[Oldsmobile Aurora Indy V8 engine|Oldsmobile]],{{Firestone}},98,{{flagicon|USA}} [[Donnie Beechler]] {{color box|orange|R|border=silver}},,1998,"3–5, 7–11",,,,,,,,
11,{{flagicon|USA}} [[Price Cobb|CBR Cobb Racing]],[[G-Force GF01|G-Force]],[[Oldsmobile Aurora Indy V8 engine|Oldsmobile]],"{{Goodyear}}{{refn|name=Cobb|group=N|Used at [[1998 Dura Lube 200|Phoenix]], [[1998 Indianapolis 500|Indianapolis]] and [[1998 Radisson 200|Pikes Peak]].}}<br>{{Firestone}}",23,{{flagicon|USA}} [[Paul Durant]],,1998,2–4,,,,,,,,
12,{{flagicon|USA}} [[Price Cobb|CBR Cobb Racing]],[[G-Force GF01|G-Force]],[[Oldsmobile Aurora Indy V8 engine|Oldsmobile]],"{{Goodyear}}{{refn|name=Cobb|group=N|Used at [[1998 Dura Lube 200|Phoenix]], [[1998 Indianapolis 500|Indianapolis]] and [[1998 Radisson 200|Pikes Peak]].}}<br>{{Firestone}}",23,{{flagicon|USA}} [[Jim Guthrie (racing driver)|Jim Guthrie]]{{refn|name=Guthrie|group=N|Signed after being injured at the [[1998 Indianapolis 500|Indy 500]] while driving for [[ISM Racing]].}},,1998,6–7,,,,,,,,
13,{{flagicon|USA}} [[Price Cobb|CBR Cobb Racing]],[[G-Force GF01|G-Force]],[[Nissan VH engine|Infiniti]],"{{Goodyear}}{{refn|name=Cobb|group=N|Used at [[1998 Dura Lube 200|Phoenix]], [[1998 Indianapolis 500|Indianapolis]] and [[1998 Radisson 200|Pikes Peak]].}}<br>{{Firestone}}",23,{{flagicon|Colombia}} [[Roberto Guerrero]],,1998,8–11,,,,,,,,
14,{{flagicon|USA}} [[Chastain Motorsports]],"[[G-Force GF01|G-Force]]<br>[[Dallara IR-7|Dallara]]{{refn|name=Gregoire|group=N|Used at [[1998 New England 200|New Hampshire]], [[1998 VisionAire 500K|Charlotte]], [[1998 Atlanta 500 Classic|Atlanta]] and [[1998 Lone Star 500|Texas 2]].}}",[[Oldsmobile Aurora Indy V8 engine|Oldsmobile]],{{Goodyear}},77,{{flagicon|France}} [[Stéphan Grégoire]],,1998,All,,,,,,,,
15,{{flagicon|USA}} Chitwood Motorsports,[[Dallara IR-7|Dallara]],[[Oldsmobile Aurora Indy V8 engine|Oldsmobile]],{{Goodyear}},17,{{flagicon|USA}} [[Brian Tyler (racing driver)|Brian Tyler]] {{color box|orange|R|border=silver}},,1998,1–2,,,,,,,,
16,{{flagicon|USA}} Chitwood Motorsports,[[Dallara IR-7|Dallara]],[[Oldsmobile Aurora Indy V8 engine|Oldsmobile]],{{Goodyear}},17,{{flagicon|USA}} [[Andy Michner]] {{color box|orange|R|border=silver}},,1998,3,,,,,,,,
17,{{flagicon|USA}} D. B. Mann Motorsports,[[Dallara IR-7|Dallara]],[[Oldsmobile Aurora Indy V8 engine|Oldsmobile]],{{Goodyear}},24,{{flagicon|USA}} [[Billy Roe]],,1998,1,,,,,,,,
18,{{flagicon|USA}} D. B. Mann Motorsports,[[Dallara IR-7|Dallara]],[[Oldsmobile Aurora Indy V8 engine|Oldsmobile]],{{Goodyear}},24,{{flagicon|USA}} [[Dan Drinan]] {{color box|orange|R|border=silver}},,1998,3,,,,,,,,
19,{{flagicon|USA}} [[Hemelgarn Racing]],[[Dallara IR-7|Dallara]],[[Oldsmobile Aurora Indy V8 engine|Oldsmobile]],{{Goodyear}},9,{{flagicon|USA}} [[Johnny Unser]],,1998,3,,,,,,,,
20,{{flagicon|USA}} [[Hemelgarn Racing]],[[Dallara IR-7|Dallara]],[[Oldsmobile Aurora Indy V8 engine|Oldsmobile]],{{Goodyear}},91,{{flagicon|USA}} [[Buddy Lazier]],,1998,All,,,,,,,,
21,{{flagicon|USA}} Immke Racing,[[Dallara IR-7|Dallara]],[[Oldsmobile Aurora Indy V8 engine|Oldsmobile]],{{Goodyear}},20,{{flagicon|USA}} [[Tyce Carlson]],,1998,1–3,,,,,,,,
22,{{flagicon|USA}} [[ISM Racing]],[[G-Force GF01|G-Force]],[[Oldsmobile Aurora Indy V8 engine|Oldsmobile]],{{Goodyear}},35,{{flagicon|USA}} [[Jeff Ward (motorsports)|Jeff Ward]],,1998,All,,,,,,,,
23,{{flagicon|USA}} [[ISM Racing]],[[G-Force GF01|G-Force]],[[Oldsmobile Aurora Indy V8 engine|Oldsmobile]],{{Goodyear}},53,{{flagicon|USA}} [[Jim Guthrie (racing driver)|Jim Guthrie]],,1998,1–3,,,,,,,,
24,{{flagicon|USA}} [[ISM Racing]],[[G-Force GF01|G-Force]],[[Oldsmobile Aurora Indy V8 engine|Oldsmobile]],{{Goodyear}},55,{{flagicon|USA}} [[Steve Knapp]] {{color box|orange|R|border=silver}},,1998,3,,,,,,,,
25,{{flagicon|USA}} [[Kelley Racing]],[[Dallara IR-7|Dallara]],[[Oldsmobile Aurora Indy V8 engine|Oldsmobile]],{{Goodyear}},8,{{flagicon|USA}} [[Scott Sharp]],,1998,All,,,,,,,,
26,{{flagicon|USA}} [[Kelley Racing]],[[Dallara IR-7|Dallara]],[[Oldsmobile Aurora Indy V8 engine|Oldsmobile]],{{Goodyear}},28,{{flagicon|USA}} [[Mark Dismore]],,1998,All,,,,,,,,
27,{{flagicon|USA}} Knapp Motorsports,[[Dallara IR-7|Dallara]],[[Oldsmobile Aurora Indy V8 engine|Oldsmobile]],{{Firestone}},97,{{flagicon|USA}} [[Greg Ray]],,1998,"1–4, 9–11",,,,,,,,
28,{{flagicon|USA}} Liberty Racing,[[G-Force GF01|G-Force]],[[Oldsmobile Aurora Indy V8 engine|Oldsmobile]],{{Firestone}},29,{{flagicon|USA}} [[Joe Gosek]] {{color box|orange|R|border=silver}}{{refn|name=IndyRookie|group=N|Not considered rookie for the [[1998 Indianapolis 500|Indy 500]].}},,1998,3–4,,,,,,,,
29,{{flagicon|USA}} LP Racing,[[Dallara IR-7|Dallara]],[[Oldsmobile Aurora Indy V8 engine|Oldsmobile]],{{Firestone}},66,{{flagicon|USA}} [[Scott Harrington (racing driver)|Scott Harrington]] {{color box|orange|R|border=silver}}{{refn|name=IndyRookie|group=N}},,1998,3,,,,,,,,
30,{{flagicon|USA}} LP Racing,[[Dallara IR-7|Dallara]],[[Oldsmobile Aurora Indy V8 engine|Oldsmobile]],{{Firestone}},99,{{flagicon|USA}} [[Sam Schmidt]],,1998,All,,,,,,,,
31,{{flagicon|USA}} [[Lyn St. James|Lyn St. James Racing]],[[G-Force GF01|G-Force]],[[Nissan VH engine|Infiniti]],{{Goodyear}},90,{{flagicon|USA}} [[Lyn St. James]],,1998,3,,,,,,,,
32,{{flagicon|USA}} [[McCormack Motorsports]],[[G-Force GF01|G-Force]],[[Oldsmobile Aurora Indy V8 engine|Oldsmobile]],{{Goodyear}},30,{{flagicon|Brazil}} [[Raul Boesel]],,1998,All,,,,,,,,
33,{{flagicon|USA}} [[Stan Wattles|Metro Racing Systems]],[[Riley & Scott#Indy Racing League|Riley & Scott]],[[Oldsmobile Aurora Indy V8 engine|Oldsmobile]],{{Goodyear}},19,{{flagicon|USA}} [[Stan Wattles]]{{refn|name=IndyNotRookie|group=N|Considered rookie only for the [[1998 Indianapolis 500|Indy 500]].}},,1998,"1–5, 7–11",,,,,,,,
34,{{flagicon|USA}} Nienhouse Motorsports,"[[G-Force GF01|G-Force]]<br>[[Dallara IR-7|Dallara]]{{refn|name=Nienhouse|group=N|Used at [[1998 VisionAire 500K|Charlotte]], and from [[1998 Atlanta 500 Classic|Atlanta]] onwards.}}",[[Oldsmobile Aurora Indy V8 engine|Oldsmobile]],{{Goodyear}},6,{{flagicon|USA}} [[Davey Hamilton]],,1998,All,,,,,,,,
35,{{flagicon|USA}} [[Pagan Racing]],[[Dallara IR-7|Dallara]],[[Oldsmobile Aurora Indy V8 engine|Oldsmobile]],{{Goodyear}},21,{{flagicon|Colombia}} [[Roberto Guerrero]],,1998,1–4,,,,,,,,
36,{{flagicon|USA}} [[Pagan Racing]],[[Dallara IR-7|Dallara]],[[Oldsmobile Aurora Indy V8 engine|Oldsmobile]],{{Goodyear}},21,{{flagicon|USA}} [[Stevie Reeves]] {{color box|orange|R|border=silver}},,1998,7,,,,,,,,
37,{{flagicon|USA}} [[Panther Racing]],[[G-Force GF01|G-Force]],[[Oldsmobile Aurora Indy V8 engine|Oldsmobile]],{{Goodyear}},4,{{flagicon|Canada}} [[Scott Goodyear]],,1998,All,,,,,,,,
38,{{flagicon|USA}} [[Panther Racing]],[[G-Force GF01|G-Force]],[[Oldsmobile Aurora Indy V8 engine|Oldsmobile]],{{Goodyear}},43,{{flagicon|USA}} [[Dave Steele]] {{color box|orange|R|border=silver}},,1998,10–11,,,,,,,,
39,{{flagicon|USA}} [[PDM Racing]],[[G-Force GF01|G-Force]],[[Oldsmobile Aurora Indy V8 engine|Oldsmobile]],{{Goodyear}},18,{{flagicon|USA}} [[John Paul Jr. (racing driver)|John Paul Jr.]],,1998,1–2,,,,,,,,
40,{{flagicon|USA}} [[PDM Racing]],[[G-Force GF01|G-Force]],[[Oldsmobile Aurora Indy V8 engine|Oldsmobile]],{{Goodyear}},18,{{flagicon|USA}} [[Jack Hewitt]] {{color box|orange|R|border=silver}},,1998,3–5,,,,,,,,
41,{{flagicon|USA}} [[PDM Racing]],[[G-Force GF01|G-Force]],[[Oldsmobile Aurora Indy V8 engine|Oldsmobile]],{{Goodyear}},18,{{flagicon|USA}} [[Steve Knapp]] {{color box|orange|R|border=silver}}{{refn|name=Dover|group=N|Injured at [[1998 Pep Boys 400K|Dover]].}},,1998,"6, 8–11",,,,,,,,
42,{{flagicon|USA}} [[PDM Racing]],[[G-Force GF01|G-Force]],[[Oldsmobile Aurora Indy V8 engine|Oldsmobile]],{{Goodyear}},18,{{flagicon|USA}} [[Tyce Carlson]],,1998,7,,,,,,,,
43,{{flagicon|USA}} [[Marco Greco|Phoenix Racing]],[[G-Force GF01|G-Force]],[[Oldsmobile Aurora Indy V8 engine|Oldsmobile]],{{Firestone}},16,{{flagicon|Brazil}} [[Marco Greco]],,1998,All,,,,,,,,
44,{{flagicon|USA}} [[Riley & Scott|Riley & Scott Cars]],[[Riley & Scott#Indy Racing League|Riley & Scott]],[[Oldsmobile Aurora Indy V8 engine|Oldsmobile]],{{Goodyear}},15,{{flagicon|Chile}} [[Eliseo Salazar]]{{refn|name=Salazar|group=N|Injured in a practice crash at [[1998 Pep Boys 400K|Dover]].}},,1998,1–5,,,,,,,,
45,{{flagicon|USA}} [[Riley & Scott|Riley & Scott Cars]],[[Riley & Scott#Indy Racing League|Riley & Scott]],[[Oldsmobile Aurora Indy V8 engine|Oldsmobile]],{{Goodyear}},15,{{flagicon|USA}} [[Scott Harrington (racing driver)|Scott Harrington]] {{color box|orange|R|border=silver}},,1998,6,,,,,,,,
46,{{flagicon|USA}} [[Riley & Scott|Riley & Scott Cars]],[[Riley & Scott#Indy Racing League|Riley & Scott]],[[Oldsmobile Aurora Indy V8 engine|Oldsmobile]],{{Goodyear}},15,{{flagicon|USA}} [[Andy Michner]] {{color box|orange|R|border=silver}}{{refn|name=Michner|group=N|Injured in a [[NASCAR Xfinity Series|NASCAR Busch Series]] test at [[Homestead-Miami Speedway]].}},,1998,7–10,,,,,,,,
47,{{flagicon|USA}} [[Riley & Scott|Riley & Scott Cars]],[[Riley & Scott#Indy Racing League|Riley & Scott]],[[Oldsmobile Aurora Indy V8 engine|Oldsmobile]],{{Goodyear}},15,{{flagicon|USA}} [[Jim Guthrie (racing driver)|Jim Guthrie]],,1998,11,,,,,,,,
48,{{flagicon|Austria}} [[Helmut Marko|RSM Marko]],[[Dallara IR-7|Dallara]],[[Oldsmobile Aurora Indy V8 engine|Oldsmobile]],{{Firestone}},22,{{flagicon|USA}} [[Dave Steele]] {{color box|orange|R|border=silver}},,1998,2,,,,,,,,
49,{{flagicon|USA}} Sinden Racing Services,[[Dallara IR-7|Dallara]],[[Nissan VH engine|Infiniti]]<br>[[Oldsmobile Aurora Indy V8 engine|Oldsmobile]]{{refn|name=Yeley|group=N|Used by [[J. J. Yeley]] at [[1998 Dura Lube 200|Phoenix]] and [[1998 Indianapolis 500|Indianapolis]].}},{{Firestone}},40,{{flagicon|USA}} [[Jack Miller (racing driver)|Dr. Jack Miller]],,1998,All,,,,,,,,
50,{{flagicon|USA}} Sinden Racing Services,[[Dallara IR-7|Dallara]],[[Nissan VH engine|Infiniti]]<br>[[Oldsmobile Aurora Indy V8 engine|Oldsmobile]]{{refn|name=Yeley|group=N|Used by [[J. J. Yeley]] at [[1998 Dura Lube 200|Phoenix]] and [[1998 Indianapolis 500|Indianapolis]].}},{{Firestone}},44,{{flagicon|USA}} [[J. J. Yeley]] {{color box|orange|R|border=silver}},,1998,"2–5, 9",,,,,,,,
51,{{flagicon|USA}} Sinden Racing Services,[[Dallara IR-7|Dallara]],[[Nissan VH engine|Infiniti]]<br>[[Oldsmobile Aurora Indy V8 engine|Oldsmobile]]{{refn|name=Yeley|group=N|Used by [[J. J. Yeley]] at [[1998 Dura Lube 200|Phoenix]] and [[1998 Indianapolis 500|Indianapolis]].}},{{Firestone}},44,{{flagicon|USA}} [[Jimmy Kite]],,1998,7,,,,,,,,
52,{{flagicon|USA}} [[Cheever Racing|Team Cheever]],[[Dallara IR-7|Dallara]]{{refn|name=Cheever|group=N|Used by [[Eddie Cheever]]. [[Robby Unser]] used it at [[1998 Indianapolis 500|Indianapolis]] and [[1998 New England 200|New Hampshire]].}}<br>[[G-Force GF01|G-Force]],[[Oldsmobile Aurora Indy V8 engine|Oldsmobile]],{{Goodyear}},51,{{flagicon|USA}} [[Eddie Cheever]],,1998,All,,,,,,,,
53,{{flagicon|USA}} [[Cheever Racing|Team Cheever]],[[Dallara IR-7|Dallara]]{{refn|name=Cheever|group=N|Used by [[Eddie Cheever]]. [[Robby Unser]] used it at [[1998 Indianapolis 500|Indianapolis]] and [[1998 New England 200|New Hampshire]].}}<br>[[G-Force GF01|G-Force]],[[Oldsmobile Aurora Indy V8 engine|Oldsmobile]],{{Goodyear}},52,{{flagicon|USA}} [[Robby Unser]] {{color box|orange|R|border=silver}}{{refn|name=Dover|group=N}},,1998,"3–6, 8–11",,,,,,,,
54,{{flagicon|USA}} Team Coulson Racing,[[G-Force GF01|G-Force]],[[Oldsmobile Aurora Indy V8 engine|Oldsmobile]],{{Firestone}},41,{{flagicon|Brazil}} [[Affonso Giaffone]],,1998,1,,,,,,,,
55,{{flagicon|USA}} [[Team Menard]],[[Dallara IR-7|Dallara]]<br>[[G-Force GF01|G-Force]]{{refn|name=Menard|group=N|Used at [[1998 Indy 200 at Walt Disney World|Walt Disney World]]. [[Tony Stewart]] used it at [[1998 Dura Lube 200|Phoenix]] and [[1998 Pep Boys 400K|Dover]].}},[[Oldsmobile Aurora Indy V8 engine|Oldsmobile]],{{Firestone}},1,{{flagicon|USA}} [[Tony Stewart]],,1998,All,,,,,,,,
56,{{flagicon|USA}} [[Team Menard]],[[Dallara IR-7|Dallara]]<br>[[G-Force GF01|G-Force]]{{refn|name=Menard|group=N|Used at [[1998 Indy 200 at Walt Disney World|Walt Disney World]]. [[Tony Stewart]] used it at [[1998 Dura Lube 200|Phoenix]] and [[1998 Pep Boys 400K|Dover]].}},[[Oldsmobile Aurora Indy V8 engine|Oldsmobile]],{{Firestone}},3,{{flagicon|USA}} [[Robbie Buhl]],,1998,"1–5, 8–11",,,,,,,,
57,{{flagicon|USA}} [[Team Pelfrey]],[[Dallara IR-7|Dallara]],[[Oldsmobile Aurora Indy V8 engine|Oldsmobile]],{{Goodyear}},81,"{{flagicon|USA}} [[John Paul Jr. (racing driver)|John Paul Jr.]]{{refn|name=Ongais|group=N|He replaced [[Danny Ongais]], who got injured in a practice crash.}}",,1998,3,,,,,,,,
58,{{flagicon|USA}} [[Team Pelfrey]],[[Dallara IR-7|Dallara]],[[Oldsmobile Aurora Indy V8 engine|Oldsmobile]],{{Goodyear}},81,{{flagicon|USA}} [[Tyce Carlson]],,1998,4,,,,,,,,
59,{{flagicon|USA}} [[Team Pelfrey]],[[Dallara IR-7|Dallara]],[[Oldsmobile Aurora Indy V8 engine|Oldsmobile]],{{Goodyear}},81,{{flagicon|USA}} [[Brian Tyler (racing driver)|Brian Tyler]] {{color box|orange|R|border=silver}},,1998,5–11,,,,,,,,
60,{{flagicon|USA}} [[Team Scandia]],[[Dallara IR-7|Dallara]],[[Oldsmobile Aurora Indy V8 engine|Oldsmobile]],{{Goodyear}},7,{{flagicon|USA}} [[Jimmy Kite]]{{refn|name=IndyNotRookie|group=N}},,1998,1–4,,,,,,,,
61,{{flagicon|USA}} [[Team Scandia]],[[Dallara IR-7|Dallara]],[[Oldsmobile Aurora Indy V8 engine|Oldsmobile]],{{Goodyear}},33,{{flagicon|USA}} [[Billy Roe]],,1998,3,,,,,,,,
62,{{flagicon|USA}} [[Treadway Racing]],[[G-Force GF01|G-Force]],[[Oldsmobile Aurora Indy V8 engine|Oldsmobile]],{{Firestone}}<br>{{refn|name=Treadway|group=N|Used at [[1998 Las Vegas 500K|Las Vegas]].}}{{Goodyear}},5,{{flagicon|Netherlands}} [[Arie Luyendyk]],,1998,All,,,,,,,,
0,{{flagicon|USA}} [[Team Menard]],[[Dallara IR-7|Dallara]],[[Oldsmobile Aurora Indy V8 engine|Oldsmobile]],{{Firestone}},2,,,1999,All,{{flagicon|USA}} [[Greg Ray]],,,,,,,
1,{{flagicon|USA}} [[Team Menard]],[[Dallara IR-7|Dallara]],[[Oldsmobile Aurora Indy V8 engine|Oldsmobile]],{{Firestone}},32,,,1999,4,{{flagicon|USA}} [[Robby Gordon]],,,,,,,
2,{{flagicon|USA}} [[Brant Motorsports]],[[Riley & Scott#Indy Racing League|Riley & Scott]],[[Oldsmobile Aurora Indy V8 engine|Oldsmobile]],{{Goodyear}},3,,,1999,1–3,{{flagicon|USA}} [[Andy Michner]],,,,,,,
3,{{flagicon|USA}} [[Brant Motorsports]],[[Riley & Scott#Indy Racing League|Riley & Scott]],[[Oldsmobile Aurora Indy V8 engine|Oldsmobile]],{{Goodyear}},3,,,1999,4–7,{{flagicon|Brazil}} [[Raul Boesel]],,,,,,,
4,{{flagicon|USA}} [[Panther Racing]],[[G-Force GF01|G-Force]],[[Oldsmobile Aurora Indy V8 engine|Oldsmobile]],{{Goodyear}},4,,,1999,All,{{flagicon|Canada}} [[Scott Goodyear]],,,,,,,
5,{{flagicon|USA}} [[Panther Racing]],[[G-Force GF01|G-Force]],[[Oldsmobile Aurora Indy V8 engine|Oldsmobile]],{{Goodyear}},43,,,1999,4,{{flagicon|USA}} [[Dave Steele]],,,,,,,
6,{{flagicon|USA}} [[Treadway Racing]],[[G-Force GF01|G-Force]],[[Oldsmobile Aurora Indy V8 engine|Oldsmobile]],{{Firestone}},5,,,1999,1,{{flagicon|USA}} [[Jason Leffler]] {{color box|orange|R|border=silver}},,,,,,,
7,{{flagicon|USA}} [[Treadway Racing]],[[G-Force GF01|G-Force]],[[Oldsmobile Aurora Indy V8 engine|Oldsmobile]],{{Firestone}},5,,,1999,4,{{flagicon|Netherlands}} [[Arie Luyendyk]],,,,,,,
8,{{flagicon|USA}} [[Treadway Racing]],[[G-Force GF01|G-Force]],[[Oldsmobile Aurora Indy V8 engine|Oldsmobile]],{{Firestone}},99,,,1999,All,{{flagicon|USA}} [[Sam Schmidt]],,,,,,,
9,{{flagicon|USA}} [[Nienhouse Racing]],[[G-Force GF01|G-Force]],[[Oldsmobile Aurora Indy V8 engine|Oldsmobile]],{{Firestone}}/{{Goodyear}},6,,,1999,All,{{flagicon|Chile}} [[Eliseo Salazar]],,,,,,,
10,{{flagicon|USA}} [[Dick Simon Racing]],[[G-Force GF01|G-Force]],[[Oldsmobile Aurora Indy V8 engine|Oldsmobile]],{{Firestone}},7,,,1999,All,{{flagicon|France}} [[Stéphan Grégoire]],,,,,,,
11,{{flagicon|USA}} [[Kelley Racing]],[[Dallara IR-7|Dallara]],[[Oldsmobile Aurora Indy V8 engine|Oldsmobile]],{{Goodyear}},8,,,1999,All,{{flagicon|USA}} [[Scott Sharp]],,,,,,,
12,{{flagicon|USA}} [[Kelley Racing]],[[Dallara IR-7|Dallara]],[[Oldsmobile Aurora Indy V8 engine|Oldsmobile]],{{Goodyear}},28,,,1999,All,{{flagicon|USA}} [[Mark Dismore]],,,,,,,
13,{{flagicon|USA}} [[Galles Racing]],{{tooltip|[[G-Force GF01|G-Force]]|Round 1 only}}<br>[[Dallara IR-7|Dallara]],[[Oldsmobile Aurora Indy V8 engine|Oldsmobile]],{{Goodyear}},9,,,1999,"1, 4–11",{{flagicon|USA}} [[Davey Hamilton]],,,,,,,
14,{{flagicon|USA}} [[Jonathan Byrd's Racing|Byrd]]-[[Cunningham Racing]],[[G-Force GF01|G-Force]],[[Oldsmobile Aurora Indy V8 engine|Oldsmobile]],{{Firestone}},10,,,1999,1–3,{{flagicon|USA}} [[John Paul Jr. (racing driver)|John Paul Jr.]],,,,,,,
15,{{flagicon|USA}} [[Jonathan Byrd's Racing|Byrd]]-[[Cunningham Racing]],[[G-Force GF01|G-Force]],[[Oldsmobile Aurora Indy V8 engine|Oldsmobile]],{{Firestone}},10,,,1999,4,{{flagicon|USA}} [[Andy Michner]],,,,,,,
16,{{flagicon|USA}} [[A. J. Foyt Enterprises]],[[Dallara IR-7|Dallara]],[[Oldsmobile Aurora Indy V8 engine|Oldsmobile]],{{Goodyear}},11,,,1999,All,{{flagicon|USA}} [[Billy Boat]],,,,,,,
17,{{flagicon|USA}} [[A. J. Foyt Enterprises]],[[Dallara IR-7|Dallara]],[[Oldsmobile Aurora Indy V8 engine|Oldsmobile]],{{Goodyear}},14,,,1999,All,{{flagicon|Sweden}} [[Kenny Bräck]],,,,,,,
18,{{flagicon|USA}} [[A. J. Foyt Enterprises]],[[Dallara IR-7|Dallara]],[[Oldsmobile Aurora Indy V8 engine|Oldsmobile]],{{Goodyear}},41,,,1999,4,{{flagicon|Brazil}} [[Marco Greco]],,,,,,,
19,{{flagicon|USA}} [[A. J. Foyt Enterprises]],[[Dallara IR-7|Dallara]],[[Oldsmobile Aurora Indy V8 engine|Oldsmobile]],{{Goodyear}},84,,,1999,4,{{flagicon|USA}} [[Robbie Buhl]],,,,,,,
20,{{flagicon|USA}} [[Bradley Motorsports]],{{tooltip|[[Dallara IR-7|Dallara]]|Rounds 1–2 only}}<br>{{tooltip|[[G-Force GF01|G-Force]]|Rounds 3–11 only}},[[Oldsmobile Aurora Indy V8 engine|Oldsmobile]],{{Firestone}},12,,,1999,All,{{flagicon|USA}} [[Buzz Calkins]],,,,,,,
21,{{flagicon|USA}} [[DR/Lazier Racing]],[[G-Force GF01|G-Force]],[[Nissan VH engine|Infiniti]],{{Goodyear}},15,,,1999,"2, 4",{{flagicon|USA}} [[Jaques Lazier]] {{color box|orange|R|border=silver}},,,,,,,
22,{{flagicon|USA}} [[Phoenix Racing (IRL team)|Phoenix Racing]],[[G-Force GF01|G-Force]],[[Oldsmobile Aurora Indy V8 engine|Oldsmobile]],{{Firestone}},16,,,1999,2,{{flagicon|Brazil}} [[Marco Greco]],,,,,,,
23,{{flagicon|USA}} [[Tri-Star Motorsports (IRL team)|Tri-Star Motorsports]],[[Dallara IR-7|Dallara]],[[Oldsmobile Aurora Indy V8 engine|Oldsmobile]],{{Goodyear}},17,,,1999,"4, 7",{{flagicon|USA}} [[Dr. Jack Miller]],,,,,,,
24,{{flagicon|USA}} [[Tri-Star Motorsports (IRL team)|Tri-Star Motorsports]],[[Dallara IR-7|Dallara]],[[Oldsmobile Aurora Indy V8 engine|Oldsmobile]],{{Goodyear}},17,,,1999,10–11,{{flagicon|USA}} [[Ronnie Johncox]] {{color box|orange|R|border=silver}},,,,,,,
25,{{flagicon|USA}} [[Tri-Star Motorsports (IRL team)|Tri-Star Motorsports]],[[Dallara IR-7|Dallara]],[[Oldsmobile Aurora Indy V8 engine|Oldsmobile]],{{Goodyear}},22,,,1999,"5, 7–9",{{flagicon|USA}} [[Ronnie Johncox]] {{color box|orange|R|border=silver}},,,,,,,
26,{{flagicon|USA}} [[Tri-Star Motorsports (IRL team)|Tri-Star Motorsports]],[[Dallara IR-7|Dallara]],[[Oldsmobile Aurora Indy V8 engine|Oldsmobile]],{{Goodyear}},22,,,1999,1,{{flagicon|Brazil}} [[Gualter Salles]],,,,,,,
27,{{flagicon|USA}} [[Tri-Star Motorsports (IRL team)|Tri-Star Motorsports]],[[Dallara IR-7|Dallara]],[[Oldsmobile Aurora Indy V8 engine|Oldsmobile]],{{Goodyear}},22,,,1999,4,{{flagicon|USA}} [[Tony Stewart]],,,,,,,
28,{{flagicon|USA}} [[Tri-Star Motorsports (IRL team)|Tri-Star Motorsports]],[[Dallara IR-7|Dallara]],[[Oldsmobile Aurora Indy V8 engine|Oldsmobile]],{{Goodyear}},22,,,1999,10–11,{{flagicon|USA}} [[Robbie Buhl]],,,,,,,
29,{{flagicon|USA}} [[PDM Racing]],[[G-Force GF01|G-Force]],[[Oldsmobile Aurora Indy V8 engine|Oldsmobile]],{{Goodyear}},18,,,1999,1,{{flagicon|USA}} [[Steve Knapp]],,,,,,,
30,{{flagicon|USA}} [[PDM Racing]],[[G-Force GF01|G-Force]],[[Oldsmobile Aurora Indy V8 engine|Oldsmobile]],{{Goodyear}},18,,,1999,3–4,{{flagicon|USA}} [[Mike Borkowski]] {{color box|orange|R|border=silver}},,,,,,,
31,{{flagicon|USA}} [[Metro Racing]],[[Dallara IR-7|Dallara]],[[Oldsmobile Aurora Indy V8 engine|Oldsmobile]],{{Goodyear}},19,,,1999,"1, 3–5",{{flagicon|USA}} [[Stan Wattles]],,,,,,,
32,{{flagicon|USA}} [[Blueprint Racing|Blueprint]]-[[Immke Racing]],[[Dallara IR-7|Dallara]],[[Oldsmobile Aurora Indy V8 engine|Oldsmobile]],{{Firestone}},20,,,1999,All,{{flagicon|USA}} [[Tyce Carlson]],,,,,,,
33,{{flagicon|USA}} [[Blueprint Racing|Blueprint]]-[[Immke Racing]],[[G-Force GF01|G-Force]],[[Oldsmobile Aurora Indy V8 engine|Oldsmobile]],{{Firestone}},27,,,1999,10–11,{{flagicon|Sweden}} [[Niclas Jönsson]],,,,,,,
34,{{flagicon|USA}} [[Pagan Racing]],[[Dallara IR-7|Dallara]],[[Oldsmobile Aurora Indy V8 engine|Oldsmobile]],{{Goodyear}},21,,,1999,2–11,{{flagicon|USA}} [[Jeff Ward (motorsports)|Jeff Ward]],,,,,,,
